SITECODE,site_name,ms,site_type,year_min,year_max,n_years,n_occurrences,expected_years,missing_years,gap_fraction
BE33028C0,Vallée de l'Amblève du Pont de Targnon à Remouchamps,BE,C,2012,2012,1,1,1,0,0.0
BE33031C0,Bois de la Géronstère,BE,C,2022,2022,1,1,1,0,0.0
BE33032C0,Fagnes de Malchamps et de Stoumont,BE,C,2010,2022,5,8,13,8,0.6153846153846154
BE33035C0,Plateau des Hautes-Fagnes,BE,C,2010,2025,12,103,16,4,0.25
BE33036C0,Fagnes de la Roer,BE,C,2010,2025,11,36,16,5,0.3125
BE33037C0,Camp militaire d'Elsenborn,BE,C,2016,2024,5,13,9,4,0.4444444444444444
BE33038C0,Vallée de la Schwalm,BE,C,2017,2024,4,6,8,4,0.5
BE33039C0,Vallée de l'Olefbach,BE,C,2019,2019,1,1,1,0,0.0
BE33040C0,Fagnes de Stavelot et vallée de l'Eau Rouge,BE,C,2011,2013,3,4,3,0,0.0
BE33041C0,Fagnes de la Polleur et de Malmedy,BE,C,2011,2022,5,6,12,7,0.5833333333333334
BE33042C0,Vallées de la Warche et du Bayehon en aval du barrage de Robertville,BE,C,2019,2025,3,4,7,4,0.5714285714285714
BE33046C0,Vallée de la Warche en amont de Butgenbach,BE,C,2015,2022,3,4,8,5,0.625
BE33047C0,Vallée de la Holzwarche,BE,C,2025,2025,1,2,1,0,0.0
BE33053C0,Noir Ru et Vallée du Rechterbach,BE,C,2012,2022,3,7,11,8,0.7272727272727273
BE33054C0,Vallée de l'Amblève entre Montenau et Baugné,BE,C,2022,2022,1,1,1,0,0.0
BE33055C0,Vallée de l'Emmels,BE,C,2011,2013,3,3,3,0,0.0
BE33057C0,Vallée du Kolvenderbach,BE,C,2025,2025,1,1,1,0,0.0
BE33058C0,Vallée du Medemberbach,BE,C,2023,2023,1,2,1,0,0.0
BE33059C0,Sources de l'Our et de l'Ensebach,BE,C,2016,2025,2,3,10,8,0.8
BE33061C0,Affluents de l'Our entre Setz et Schoenberg,BE,C,2011,2012,2,6,2,0,0.0
BE33062C0,Vallée supérieure de l'Our et ses affluents,BE,C,2010,2025,7,18,16,9,0.5625
BE33064C0,Vallée de l'Ulf,BE,C,1976,2025,7,14,50,43,0.86
BE33065C0,Vallée inférieure de l'Our et ses affluents,BE,C,2019,2025,3,17,7,4,0.5714285714285714
BE33067C0,Bois de Staneux,BE,C,2010,2023,3,6,14,11,0.7857142857142857
BE34002C0,Vallée de l'Ourthe entre Bomal et Hamoir,BE,C,2011,2024,4,7,14,10,0.7142857142857143
BE34003C0,Vallée de l'Ourthe entre Hotton et Barvaux-sur-Ourthe,BE,C,2022,2025,3,8,4,1,0.25
BE34004C0,Massifs forestiers famenniens entre Hotton et Barvaux-sur-Ourthe,BE,C,2021,2025,3,4,5,2,0.4
BE34005C0,La Calestienne entre Barvaux et Bomal,BE,C,2011,2024,6,22,14,8,0.5714285714285714
BE34006C0,La Calestienne entre Oppagne et Barvaux,BE,C,2025,2025,1,1,1,0,0.0
BE34008C0,Camp militaire de Marche-en-Famenne,BE,C,2019,2019,1,1,1,0,0.0
BE34009C0,La Calestienne entre Marenne et Hotton,BE,C,2021,2021,1,1,1,0,0.0
BE34010C0,Plaine de Ny,BE,A,2010,2011,2,3,2,0,0.0
BE34012C0,Vallée de l'Ourthe entre La Roche et Hotton,BE,C,2010,2025,6,9,16,10,0.625
BE34013C0,Haute vallée de l'Aisne,BE,C,2010,2023,3,3,14,11,0.7857142857142857
BE34015C0,Fanges des sources de l'Aisne,BE,C,2011,2024,3,3,14,11,0.7857142857142857
BE34016C0,Fagnes de Samrée et de Tailles,BE,C,2010,2023,4,5,14,10,0.7142857142857143
BE34017C0,Fagnes de Bihain,BE,C,2021,2021,1,2,1,0,0.0
BE34019C0,Ennal et Grand Fond,BE,C,2012,2012,1,1,1,0,0.0
BE34020C0,Bassin supérieur de la Salm,BE,C,2012,2012,1,1,1,0,0.0
BE34023C0,Vallée de l'Ourthe entre Nisramont et La Roche,BE,C,2020,2024,3,3,5,2,0.4
BE34024C0,Bassin inférieur de l'Ourthe orientale,BE,C,2010,2025,8,15,16,8,0.5
BE34025C0,Haute-Wimbe,BE,C,2011,2011,1,1,1,0,0.0
BE34026C0,Massif forestier de Daverdisse,BE,C,2012,2024,3,4,13,10,0.7692307692307693
BE34027C0,Bassin de la Lomme de Poix-Saint-Hubert à Grupont,BE,C,2011,2022,2,2,12,10,0.8333333333333334
BE34028C0,Vallée de la Lomme de Grupont à Rochefort,BE,C,2019,2019,1,2,1,0,0.0
BE34029C0,Haute-Wamme et Masblette,BE,C,2013,2024,3,3,12,9,0.75
BE34030C0,Forêt de Freyr,BE,C,2011,2011,1,1,1,0,0.0
BE34031C0,Bassin moyen de l'Ourthe occidentale,BE,C,2013,2021,2,2,9,7,0.7777777777777778
BE34032C0,Bassin inférieur de l'Ourthe occidentale,BE,C,2011,2011,1,1,1,0,0.0
BE34036C0,Haute-Lesse,BE,C,2011,2013,2,2,3,1,0.3333333333333333
BE34037C0,Haute-Lomme,BE,C,2012,2025,5,20,14,9,0.6428571428571429
BE34038C0,Bassin supérieur de l'Ourthe occidentale,BE,C,2011,2021,5,18,11,6,0.5454545454545454
BE34039C0,Haute-Sûre,BE,C,2012,2025,4,13,14,10,0.7142857142857143
BE34041C0,Sûre frontalière,BE,C,2010,2010,1,1,1,0,0.0
BE34042C0,Bassin de la Semois de Bouillon à Alle,BE,C,2011,2024,3,3,14,11,0.7857142857142857
BE34043C0,Bassin de la Semois du Maka à Bouillon,BE,C,2019,2021,3,6,3,0,0.0
BE34046C0,Bassin de la Semois de Florenville à Auby,BE,C,2010,2025,8,28,16,8,0.5
BE34047C0,Haute-Vierre,BE,C,2011,2025,4,5,15,11,0.7333333333333333
BE34048C0,Bassin de la Semois de Jamoigne à Chiny,BE,C,2011,2022,4,8,12,8,0.6666666666666666
BE34049C0,Basse-Vierre,BE,C,2012,2012,1,1,1,0,0.0
BE34050C0,Bassin de la Semois entre Tintigny et Jamoigne,BE,C,2010,2024,8,82,15,7,0.4666666666666667
BE34051C0,Vallées du Ruisseau de Mellier et de la Mandebras,BE,C,2023,2023,1,5,1,0,0.0
BE34052C0,Forêt d'Anlier,BE,C,2010,2023,7,13,14,7,0.5
BE34053C0,Bassin de l'Attert,BE,C,2011,2023,3,4,13,10,0.7692307692307693
BE34054C0,Bassin de la Marche,BE,C,2020,2021,2,3,2,0,0.0
BE34055C0,Vallée du Ruisseau de Breuvanne,BE,C,2019,2025,3,4,7,4,0.5714285714285714
BE34056C0,Bassin de la Semois de Etalle à Tintigny,BE,C,2010,2025,12,79,16,4,0.25
BE34057C0,Marais de la Haute-Semois et Bois de Heinsch,BE,C,2011,2025,9,26,15,6,0.4
BE34058C0,Camp militaire de Lagland,BE,C,2011,2024,2,2,14,12,0.8571428571428571
BE34059C0,Vallées de l'Eisch et de Clairefontaine,BE,C,2010,2025,5,75,16,11,0.6875
BE34060C0,Bassin supérieur de la Chevratte,BE,C,2020,2023,4,11,4,0,0.0
BE34061C0,Vallées de Laclaireau et du Rabais,BE,C,2011,2025,9,17,15,6,0.4
BE34063C0,Vallées de la Chevratte,BE,C,2020,2022,3,4,3,0,0.0
BE34064C0,Vallées de la Vire et du Ton,BE,C,1998,2025,9,64,28,19,0.6785714285714286
BE34065C0,Bassin supérieur de la Vire et du Ton,BE,C,2010,2012,2,3,3,1,0.3333333333333333
BE34066C0,Vallée du Ton et Côte bajocienne de Montquintin à Ruette,BE,C,2010,2025,12,50,16,4,0.25
BE34067C0,Forêts et marais bajociens de Baranzy à Athus,BE,C,2012,2020,3,6,9,6,0.6666666666666666
BE34068C0,Bois de Famenne à Humain et Aye,BE,C,2020,2024,2,5,5,3,0.6
BE35001A0,Etangs de Boneffe,BE,A,2023,2023,1,1,1,0,0.0
BE35002C0,Vallée de l'Orneau,BE,C,1985,2015,6,7,31,25,0.8064516129032258
BE35003C0,Vallée de la Sambre en aval de la confluence avec l'Orneau,BE,C,2010,2010,1,1,1,0,0.0
BE35004C0,Vallée de la Meuse de Dave à Marche-les-Dames,BE,C,1987,2011,2,3,25,23,0.92
BE35006C0,Vallée de la Meuse de Marche-les-Dames à Andenne,BE,C,2011,2023,2,4,13,11,0.8461538461538461
BE35007C0,Forêts et lac de Bambois,BE,C,2010,2014,4,8,5,1,0.2
BE35009C0,Vallée de la Meuse d'Yvoir à Dave,BE,C,2023,2023,1,2,1,0,0.0
BE35010C0,Vallée du Bocq,BE,C,2011,2019,2,2,9,7,0.7777777777777778
BE35011C0,Vallée de la Molignée,BE,C,2020,2020,1,1,1,0,0.0
BE35012C0,Vallée de la Meuse de Dinant à Yvoir,BE,C,2019,2024,4,6,6,2,0.3333333333333333
BE35014C0,Bois de Famenne à Waillet,BE,C,2013,2021,2,3,9,7,0.7777777777777778
BE35016C0,Vallée de la Chinelle,BE,C,2023,2023,1,3,1,0,0.0
BE35018C0,Bassin de l'Hermeton en aval de Vodelée,BE,C,2020,2022,2,2,3,1,0.3333333333333333
BE35020C0,Vallée de la Meuse d'Hastière à Dinant,BE,C,2011,2022,3,3,12,9,0.75
BE35021C0,Vallée de la Lesse en aval de Houyet,BE,C,2019,2024,4,19,6,2,0.3333333333333333
BE35023C0,Vallée de la Lesse entre Villers-sur-Lesse et Houyet,BE,C,2022,2022,1,1,1,0,0.0
BE35024C0,Vallées des Ruisseaux de Fenffe et du Vachau,BE,C,2022,2022,1,2,1,0,0.0
BE35025C0,La Famenne entre Eprave et Havrenne,BE,C,2020,2023,2,2,4,2,0.5
BE35027C0,Vallée de l'Eau Blanche entre Aublain et Mariembourg,BE,C,2010,2023,4,4,14,10,0.7142857142857143
BE35028C0,Bassin fagnard de l'Eau Blanche en aval de Mariembourg,BE,C,2009,2025,10,30,17,7,0.4117647058823529
BE35029C0,Bassin fagnard de l'Hermeton,BE,C,2011,2022,3,4,12,9,0.75
BE35030C0,La Calestienne entre Frasnes et Doische,BE,C,2011,2024,7,36,14,7,0.5
BE35032C0,Bassin ardennais du Viroin,BE,C,2021,2024,3,3,4,1,0.25
BE35035C0,Vallée de l'Ilèwe,BE,C,2012,2012,1,1,1,0,0.0
BE35036C0,Vallée du Biran,BE,C,2010,2024,6,7,15,9,0.6
BE35037C0,Vallée de la Wimbe,BE,C,2011,2024,6,30,14,8,0.5714285714285714
BE35038C0,Bassin de la Lesse entre Villers-sur-Lesse et Chanly,BE,C,2011,2025,8,29,15,7,0.4666666666666667
BE35039C0,Vallée de la Houille en aval de Gedinne,BE,C,2012,2016,3,4,5,2,0.4
BE35040C0,Vallée de la Hulle,BE,C,2015,2024,3,3,10,7,0.7
BE35041C0,Bassin de la Houille en amont de Gedinne,BE,C,2020,2020,1,1,1,0,0.0
BE35042C0,Vallée de l'Almache en amont de Gembes,BE,C,2011,2012,2,3,2,0,0.0
BE35045C0,Vallée de la Semois en aval d'Alle,BE,C,2021,2023,2,4,3,1,0.3333333333333333
BE35047C0,Vallée du Ruisseau de Rebais,BE,C,2020,2020,1,1,1,0,0.0
BEMNZ0001,Vlaamse Banken,BE,B,1981,2025,10,119,45,35,0.7777777777777778
BEMNZ0002,SBZ 1 / ZPS 1,BE,A,2021,2023,3,12,3,0,0.0
BEMNZ0003,SBZ 2 / ZPS 2,BE,A,1990,2025,7,26,36,29,0.8055555555555556
BEMNZ0004,SBZ 3 / ZPS 3,BE,A,1981,2023,5,32,43,38,0.8837209302325582
BG0000100,Plazh Shkorpilovtsi,BG,B,1999,2024,15,27,26,11,0.4230769230769231
BG0000102,Dolinata na reka Batova,BG,B,1999,2025,15,91,27,12,0.4444444444444444
BG0000103,Galata,BG,B,2003,2024,6,9,22,16,0.7272727272727273
BG0000104,Provadiysko - Royaksko plato,BG,B,2004,2023,12,240,20,8,0.4
BG0000106,Harsovska reka,BG,B,2016,2025,4,15,10,6,0.6
BG0000107,Suha reka,BG,B,2009,2025,11,119,17,6,0.35294117647058826
BG0000113,Vitosha,BG,C,2007,2025,8,27,19,11,0.5789473684210527
BG0000116,Kamchia,BG,B,1971,2025,19,69,55,36,0.6545454545454545
BG0000117,Kotlenska planina,BG,B,2015,2025,10,55,11,1,0.09090909090909091
BG0000118,Zlatni pyasatsi,BG,B,2015,2025,2,2,11,9,0.8181818181818182
BG0000119,Trite bratya,BG,B,2010,2011,2,24,2,0,0.0
BG0000130,Kraymorska Dobrudzha,BG,B,2012,2023,6,58,12,6,0.5
BG0000132,Pobitite kamani,BG,B,2014,2014,1,3,1,0,0.0
BG0000133,Kamchiyska i Emenska planina,BG,B,1998,2025,16,33,28,12,0.42857142857142855
BG0000136,Reka Gorna Luda Kamchia,BG,B,2016,2021,2,3,6,4,0.6666666666666666
BG0000138,Kamenitsa,BG,B,2021,2023,3,13,3,0,0.0
BG0000139,Luda Kamchia,BG,B,2005,2023,4,4,19,15,0.7894736842105263
BG0000143,Karaagach,BG,B,2022,2022,1,3,1,0,0.0
BG0000146,Plazh Gradina - Zlatna ribka,BG,B,1999,2024,18,33,26,8,0.3076923076923077
BG0000151,Aytoska planina,BG,B,2005,2024,19,563,20,1,0.05
BG0000152,Pomoriysko ezero,BG,A,1971,2025,29,1727,55,26,0.4727272727272727
BG0000154,Ezero Durankulak,BG,B,1975,2025,29,1097,51,22,0.43137254901960786
BG0000156,Shablenski ezeren kompleks,BG,A,1971,2025,31,976,55,24,0.43636363636363634
BG0000164,Sinite kamani,BG,B,2015,2025,8,37,11,3,0.2727272727272727
BG0000165,Lozenska planina,BG,B,2017,2021,2,5,5,3,0.6
BG0000166,Vrachanski Balkan,BG,B,2010,2025,7,18,16,9,0.5625
BG0000167,Belasitsa,BG,B,2015,2016,2,2,2,0,0.0
BG0000168,Ludogorie,BG,B,2024,2024,1,1,1,0,0.0
BG0000169,Ludogorie - Srebarna,BG,B,2018,2025,3,4,8,5,0.625
BG0000171,Ludogorie - Boblata,BG,B,2005,2021,4,5,17,13,0.7647058823529411
BG0000180,Boblata,BG,B,2008,2024,3,5,17,14,0.8235294117647058
BG0000181,Reka Vit,BG,B,1997,2024,22,49,28,6,0.21428571428571427
BG0000182,Orsoya,BG,B,1997,2023,11,16,27,16,0.5925925925925926
BG0000190,Vitata stena,BG,B,2016,2025,3,11,10,7,0.7
BG0000191,Varnensko-Beloslavsko ezero,BG,A,1997,2025,29,309,29,0,0.0
BG0000192,Reka Tundzha 1,BG,B,1998,2025,28,203,28,0,0.0
BG0000194,Reka Chaya,BG,B,2013,2024,3,5,12,9,0.75
BG0000195,Reka Tundzha 2,BG,B,2004,2023,16,39,20,4,0.2
BG0000196,Reka Mochuritsa,BG,B,1999,2025,14,86,27,13,0.48148148148148145
BG0000199,Tsibar,BG,B,2002,2023,15,29,22,7,0.3181818181818182
BG0000205,Straldzha,BG,B,2020,2021,2,11,2,0,0.0
BG0000208,Bosna,BG,B,2016,2016,1,2,1,0,0.0
BG0000209,Pirin,BG,C,1975,2024,5,10,50,45,0.9
BG0000212,Sakar,BG,B,2001,2025,23,824,25,2,0.08
BG0000213,Tarnovski visochini,BG,B,2004,2022,13,186,19,6,0.3157894736842105
BG0000214,Dryanovski manastir,BG,B,2021,2021,1,1,1,0,0.0
BG0000217,Zhdreloto na reka Tundzha,BG,B,2019,2024,3,8,6,3,0.5
BG0000218,Derventski vazvishenia 1,BG,B,2016,2024,3,15,9,6,0.6666666666666666
BG0000219,Derventski vazvishenia 2,BG,B,2011,2024,10,113,14,4,0.2857142857142857
BG0000224,Ograzhden - Maleshevo,BG,B,2016,2024,2,2,9,7,0.7777777777777778
BG0000230,Fakiyska reka,BG,B,2008,2025,12,74,18,6,0.3333333333333333
BG0000232,Batin,BG,B,1997,2024,18,45,28,10,0.35714285714285715
BG0000233,Studena reka,BG,B,2001,2025,16,42,25,9,0.36
BG0000237,Ostrov Pozharevo,BG,A,2006,2025,9,17,20,11,0.55
BG0000239,Obnova - Karaman dol,BG,B,2006,2018,7,11,13,6,0.46153846153846156
BG0000240,Studenets,BG,C,2006,2024,13,32,19,6,0.3157894736842105
BG0000241,Srebarna,BG,C,2001,2025,21,249,25,4,0.16
BG0000242,Zaliv Chengene skele,BG,C,1999,2025,16,50,27,11,0.4074074074074074
BG0000247,Nikopolsko plato,BG,B,2007,2021,4,6,15,11,0.7333333333333333
BG0000254,Besaparski vazvishenia,BG,B,2006,2025,13,77,20,7,0.35
BG0000261,Yazovir Koprinka,BG,B,2008,2023,4,20,16,12,0.75
BG0000270,Atanasovsko ezero,BG,C,1998,2025,27,5306,28,1,0.03571428571428571
BG0000271,Mandra - Poda,BG,C,1980,2025,30,4387,46,16,0.34782608695652173
BG0000273,Burgasko ezero,BG,C,1971,2025,31,891,55,24,0.43636363636363634
BG0000289,Trilistnik,BG,B,2007,2007,1,2,1,0,0.0
BG0000322,Dragoman,BG,B,1998,2025,26,279,28,2,0.07142857142857142
BG0000332,Karlukovski karst,BG,A,2005,2021,3,12,17,14,0.8235294117647058
BG0000334,Ostrov,BG,B,2000,2019,5,6,20,15,0.75
BG0000335,Karaboaz,BG,B,1997,2024,16,48,28,12,0.42857142857142855
BG0000366,Kresna - Ilindentsi,BG,B,2003,2025,17,88,23,6,0.2608695652173913
BG0000377,Kalimok - Brashlen,BG,B,1997,2025,27,98,29,2,0.06896551724137931
BG0000382,Shumensko plato,BG,B,2025,2025,1,1,1,0,0.0
BG0000396,Persina,BG,B,1998,2025,28,267,28,0,0.0
BG0000399,Bulgarka,BG,C,2013,2023,2,2,11,9,0.8181818181818182
BG0000401,Sveti Iliyski vazvishenia,BG,B,2005,2021,5,21,17,12,0.7058823529411765
BG0000418,Kermenski vazvishenia,BG,B,2005,2024,6,17,20,14,0.7
BG0000420,Grebenets,BG,B,2004,2021,3,7,18,15,0.8333333333333334
BG0000421,Preslavska planina,BG,B,2017,2017,1,1,1,0,0.0
BG0000424,Reka Vacha - Trakia,BG,B,2004,2023,5,10,20,15,0.75
BG0000425,Reka Sazliyka,BG,B,1999,2023,10,70,25,15,0.6
BG0000426,Reka Luda Yana,BG,B,1998,1998,1,1,1,0,0.0
BG0000427,Reka Ovcharitsa,BG,B,2018,2018,1,1,1,0,0.0
BG0000429,Reka Stryama,BG,B,2003,2011,4,4,9,5,0.5555555555555556
BG0000436,Reka Mechka,BG,B,2003,2007,2,2,5,3,0.6
BG0000438,Reka Chinardere,BG,B,2003,2024,6,6,22,16,0.7272727272727273
BG0000441,Reka Blatnitsa,BG,B,2016,2021,5,82,6,1,0.16666666666666666
BG0000442,Reka Martinka,BG,B,2023,2023,1,1,1,0,0.0
BG0000494,Tsentralen Balkan,BG,C,2005,2024,20,286,20,0,0.0
BG0000495,Rila,BG,C,2013,2024,8,15,12,4,0.3333333333333333
BG0000496,Rilski manastir,BG,C,2005,2024,12,28,20,8,0.4
BG0000497,Archar,BG,B,2007,2022,2,6,16,14,0.875
BG0000501,Golyama Kamchia,BG,B,2021,2021,1,1,1,0,0.0
BG0000503,Reka Lom,BG,B,2003,2011,5,8,9,4,0.4444444444444444
BG0000508,Reka Skat,BG,B,2006,2006,1,1,1,0,0.0
BG0000517,Portitovtsi - Vladimirovo,BG,B,2005,2023,7,12,19,12,0.631578947368421
BG0000519,Mominbrodsko blato,BG,B,2005,2005,1,1,1,0,0.0
BG0000528,Ostrovska step - Vadin,BG,B,2013,2013,1,1,1,0,0.0
BG0000529,Marten - Ryahovo,BG,B,2008,2024,5,7,17,12,0.7058823529411765
BG0000530,Pozharevo - Garvan,BG,B,1997,2025,28,155,29,1,0.034482758620689655
BG0000532,Ostrov Bliznatsi,BG,B,2006,2024,7,13,19,12,0.631578947368421
BG0000533,Ostrovi Kozloduy,BG,B,1999,2019,11,83,21,10,0.47619047619047616
BG0000534,Ostrov Chayka,BG,B,2011,2019,6,17,9,3,0.3333333333333333
BG0000552,Ostrov Kutovo,BG,B,2006,2006,1,1,1,0,0.0
BG0000570,Izvorovo - Kraishte,BG,B,2020,2020,1,1,1,0,0.0
BG0000573,Kompleks Kaliakra,BG,B,1996,2025,29,1946,30,1,0.03333333333333333
BG0000574,Aheloy - Ravda - Nesebar,BG,B,1997,2024,24,86,28,4,0.14285714285714285
BG0000576,Svishtovska gora,BG,B,2012,2013,2,29,2,0,0.0
BG0000578,Reka Maritsa,BG,B,1997,2025,28,618,29,1,0.034482758620689655
BG0000608,Lomovete,BG,B,2003,2025,12,284,23,11,0.4782608695652174
BG0000609,Reka Rositsa,BG,B,2003,2019,6,14,17,11,0.6470588235294118
BG0000610,Reka Yantra,BG,B,1997,2025,27,136,29,2,0.06896551724137931
BG0000611,Yazovir Gorni Dabnik,BG,B,1997,2024,23,80,28,5,0.17857142857142858
BG0000612,Reka Blyagornitsa,BG,B,2022,2023,2,3,2,0,0.0
BG0000613,Reka Iskar,BG,B,2005,2023,11,19,19,8,0.42105263157894735
BG0000614,Reka Ogosta,BG,B,2000,2024,15,20,25,10,0.4
BG0000615,Devetashko plato,BG,B,2012,2023,7,7,12,5,0.4166666666666667
BG0000616,Mikre,BG,B,2010,2017,2,2,8,6,0.75
BG0000617,Reka Palakaria,BG,B,2012,2023,10,163,12,2,0.16666666666666666
BG0000620,Pomorie,BG,B,1971,2025,29,1847,55,26,0.4727272727272727
BG0000621,Ezero Shabla - Ezerets,BG,B,1971,2025,31,675,55,24,0.43636363636363634
BG0000622,Varnensko - Beloslavski kompleks,BG,B,2006,2016,3,4,11,8,0.7272727272727273
BG0000631,Novo selo,BG,B,2005,2024,9,11,20,11,0.55
BG0000636,Niska Rila,BG,B,1975,2024,5,12,50,45,0.9
BG0001001,Ropotamo,BG,B,1997,2025,29,500,29,0,0.0
BG0001004,Emine - Irakli,BG,B,1998,2025,24,144,28,4,0.14285714285714285
BG0001007,Strandzha,BG,B,1997,2025,26,592,29,3,0.10344827586206896
BG0001012,Zemen,BG,B,2017,2023,5,19,7,2,0.2857142857142857
BG0001013,Skrino,BG,B,2005,2022,8,8,18,10,0.5555555555555556
BG0001014,Karlukovo,BG,B,2005,2024,6,30,20,14,0.7
BG0001021,Reka Mesta,BG,B,2016,2025,6,8,10,4,0.4
BG0001023,Rupite - Strumeshnitsa,BG,B,1997,2025,24,59,29,5,0.1724137931034483
BG0001028,Sreden Pirin - Alibotush,BG,B,1975,2025,12,85,51,39,0.7647058823529411
BG0001030,Rodopi - Zapadni,BG,B,2005,2025,15,101,21,6,0.2857142857142857
BG0001031,Rodopi - Sredni,BG,B,1987,2023,15,113,37,22,0.5945945945945946
BG0001032,Rodopi - Iztochni,BG,B,1994,2025,30,4248,32,2,0.0625
BG0001034,Ostar kamak,BG,B,2004,2024,20,388,21,1,0.047619047619047616
BG0001036,Balgarski izvor,BG,B,2017,2022,3,3,6,3,0.5
BG0001037,Pastrina,BG,B,2010,2015,4,28,6,2,0.3333333333333333
BG0001039,Popintsi,BG,B,2023,2023,1,2,1,0,0.0
BG0001040,Zapadna Stara planina i Predbalkan,BG,B,2005,2025,14,266,21,7,0.3333333333333333
BG0001043,Etropole - Baylovo,BG,B,2017,2024,2,16,8,6,0.75
BG0001307,Plana,BG,B,2018,2019,2,3,2,0,0.0
BG0001389,Sredna gora,BG,B,2011,2024,10,22,14,4,0.2857142857142857
BG0001493,Tsentralen Balkan - bufer,BG,B,2004,2025,20,76,22,2,0.09090909090909091
BG0001500,Aladzha banka,BG,B,2005,2024,9,12,20,11,0.55
BG0002001,Rayanovtsi,BG,A,1998,2025,18,83,28,10,0.35714285714285715
BG0002002,Zapaden Balkan,BG,A,2005,2022,7,60,18,11,0.6111111111111112
BG0002003,Kresna,BG,A,2003,2025,19,121,23,4,0.17391304347826086
BG0002004,Dolni Bogrov - Kazichene,BG,A,1997,2023,11,67,27,16,0.5925925925925926
BG0002005,Ponor,BG,A,2015,2025,8,45,11,3,0.2727272727272727
BG0002006,Ribarnitsi Orsoya,BG,A,1997,2023,6,7,27,21,0.7777777777777778
BG0002007,Ostrov Ibisha,BG,A,2006,2023,12,19,18,6,0.3333333333333333
BG0002009,Zlatiyata,BG,A,2005,2024,17,114,20,3,0.15
BG0002010,Yazovir Pyasachnik,BG,A,1997,2024,25,117,28,3,0.10714285714285714
BG0002012,Krumovitsa,BG,A,1994,2025,17,338,32,15,0.46875
BG0002013,Studen kladenets,BG,A,1994,2025,28,747,32,4,0.125
BG0002014,Madzharovo,BG,A,2005,2025,18,1403,21,3,0.14285714285714285
BG0002015,Yazovir Konush,BG,A,1998,2005,3,4,8,5,0.625
BG0002016,Ribarnitsi Plovdiv,BG,A,1997,2003,3,7,7,4,0.5714285714285714
BG0002017,Kompleks Belenski ostrovi,BG,A,1999,2025,27,123,27,0,0.0
BG0002018,Ostrov Vardim,BG,C,2004,2024,12,19,21,9,0.42857142857142855
BG0002019,Byala reka,BG,A,2012,2024,8,47,13,5,0.38461538461538464
BG0002020,Radinchevo,BG,A,2001,2025,18,78,25,7,0.28
BG0002021,Sakar,BG,A,2004,2025,22,768,22,0,0.0
BG0002022,Yazovir Rozov kladenets,BG,A,1997,2025,29,455,29,0,0.0
BG0002023,Yazovir Ovcharitsa,BG,A,1997,2024,28,292,28,0,0.0
BG0002024,Ribarnitsi Mechka,BG,A,1997,2024,17,44,28,11,0.39285714285714285
BG0002025,Lomovete,BG,A,2003,2025,14,301,23,9,0.391304347826087
BG0002026,Derventski vazvishenia,BG,A,2016,2024,3,15,9,6,0.6666666666666666
BG0002027,Yazovir Malko Sharkovo,BG,A,1999,2024,17,38,26,9,0.34615384615384615
BG0002028,Kompleks Straldzha,BG,A,1997,2024,19,68,28,9,0.32142857142857145
BG0002029,Kotlenska planina,BG,A,1998,2025,22,113,28,6,0.21428571428571427
BG0002030,Kompleks Kalimok,BG,A,1997,2025,28,241,29,1,0.034482758620689655
BG0002038,Provadiysko-Royaksko plato,BG,A,2004,2023,12,251,20,8,0.4
BG0002039,Harsovska reka,BG,A,2016,2023,2,8,8,6,0.75
BG0002040,Strandzha,BG,A,2000,2025,24,452,26,2,0.07692307692307693
BG0002041,Kompleks Ropotamo,BG,A,1997,2025,29,331,29,0,0.0
BG0002043,Emine,BG,A,1997,2025,29,668,29,0,0.0
BG0002044,Kamchiyska planina,BG,A,1997,2025,29,225,29,0,0.0
BG0002045,Kompleks Kamchia,BG,A,1971,2025,19,69,55,36,0.6545454545454545
BG0002046,Yatata,BG,A,1997,2025,26,120,29,3,0.10344827586206896
BG0002048,Suha reka,BG,A,2009,2025,5,23,17,12,0.7058823529411765
BG0002050,Durankulashko ezero,BG,A,1975,2025,29,1456,51,22,0.43137254901960786
BG0002051,Kaliakra,BG,A,1996,2025,29,2213,30,1,0.03333333333333333
BG0002052,Yazovir Zhrebchevo,BG,A,1997,2024,26,154,28,2,0.07142857142857142
BG0002053,Vrachanski Balkan,BG,A,2010,2025,6,17,16,10,0.625
BG0002054,Sredna gora,BG,A,2012,2024,8,15,13,5,0.38461538461538464
BG0002057,Besaparski ridove,BG,A,2000,2025,24,331,26,2,0.07692307692307693
BG0002058,Sinite kamani - Grebenets,BG,A,2004,2025,12,62,22,10,0.45454545454545453
BG0002059,Kamenski bair,BG,A,2022,2022,1,2,1,0,0.0
BG0002060,Galata,BG,A,1999,2024,19,99,26,7,0.2692307692307692
BG0002061,Balchik,BG,A,2001,2025,3,9,25,22,0.88
BG0002062,Ludogorie,BG,A,2015,2024,3,6,10,7,0.7
BG0002063,Zapadni Rodopi,BG,A,2002,2025,9,21,24,15,0.625
BG0002064,Garvansko blato,BG,A,2000,2016,4,5,17,13,0.7647058823529411
BG0002065,Blato Malak Preslavets,BG,A,2007,2025,14,53,19,5,0.2631578947368421
BG0002066,Zapadna Strandzha,BG,A,2011,2024,12,133,14,2,0.14285714285714285
BG0002067,Ostrov Golya,BG,A,2006,2014,3,3,9,6,0.6666666666666666
