SITECODE,site_name,ms,site_type,year_min,year_max,n_years,n_occurrences,expected_years,missing_years,gap_fraction
BE1000002,Zones boisées et ouvertes au Sud de la Région bruxelloise - complexe Verrewinkel - Kinsendael,BE,B,1943,2025,20,275,83,63,0.7590361445783133
BE1000003,Zones boisées et zones humides de la Vallée du Molenbeek dans le Nord-Ouest de la Région bruxelloise,BE,B,1952,2025,31,427,74,43,0.581081081081081
BE2100015,Kalmthoutse Heide,BE,B,1926,2025,43,2315,100,57,0.57
BE2100016,Klein en Groot Schietveld,BE,B,1942,2025,55,1706,84,29,0.34523809523809523
BE2100017,Bos- en heidegebieden ten oosten van Antwerpen,BE,B,1940,2025,66,5047,86,20,0.23255813953488372
BE2100019,"Het Blak, Kievitsheide, Ekstergoor en nabijgelegen Kamsalamanderhabitats",BE,B,1955,2025,35,458,71,36,0.5070422535211268
BE2100020,"Heesbossen, Vallei van Marke en Merkske en Ringven met valleigronden langs de Heerlese Loop",BE,B,1936,2025,35,498,90,55,0.6111111111111112
BE2100024,"Vennen, heiden en moerassen rond Turnhout",BE,B,1938,2025,62,2076,88,26,0.29545454545454547
BE2100026,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",BE,B,1939,2025,63,4369,87,24,0.27586206896551724
BE2100040,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor.",BE,B,1944,2025,62,4175,82,20,0.24390243902439024
BE2100045,Historische fortengordels van Antwerpen als vleermuizenhabitat.,BE,B,1879,2025,34,705,147,113,0.7687074829931972
BE2100323,Kalmthoutse Heide,BE,A,1926,2025,45,2406,100,55,0.55
BE2100424,De Zegge,BE,A,1964,2025,23,411,62,39,0.6290322580645161
BE2101437,"De Maatjes, Wuustwezelheide en Groot Schietveld",BE,A,1942,2025,57,2096,84,27,0.32142857142857145
BE2101538,"Arendonk, Merksplas, Oud-Turnhout, Ravels en Turnhout",BE,A,1925,2025,65,2773,101,36,0.3564356435643564
BE2101639,Ronde Put,BE,A,1935,2025,50,1783,91,41,0.45054945054945056
BE2200028,De Maten,BE,B,1942,2025,40,1814,84,44,0.5238095238095238
BE2200029,"Vallei- en brongebied van de Zwarte Beek, Bolisserbeek en Dommel met heide en vengebieden.",BE,B,1949,2025,61,8608,77,16,0.2077922077922078
BE2200030,Mangelbeek en heide- en vengebieden tussen Houthalen en Gruitrode,BE,B,1952,2025,44,1557,74,30,0.40540540540540543
BE2200031,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden.",BE,B,1947,2025,69,4326,79,10,0.12658227848101267
BE2200032,"Hageven met Dommelvallei, Beverbeekse Heide, Warmbeek en Wateringen",BE,B,1947,2025,52,1642,79,27,0.34177215189873417
BE2200033,Abeek met aangrenzende moerasgebieden,BE,B,1905,2025,48,3751,121,73,0.6033057851239669
BE2200034,"Itterbeek met Brand, Jagersborg en Schootsheide en Bergerven",BE,B,1955,2025,43,975,71,28,0.39436619718309857
BE2200035,Mechelse Heide en vallei van de Ziepbeek,BE,B,1952,2025,51,2555,74,23,0.3108108108108108
BE2200036,Plateau van Caestert met hellingbossen en mergelgrotten.,BE,B,1980,2024,21,258,45,24,0.5333333333333333
BE2200037,Uiterwaarden langs de Limburgse Maas met Vijverbroek,BE,B,1904,2025,56,2249,122,66,0.5409836065573771
BE2200038,Bossen en kalkgraslanden van Haspengouw,BE,B,1949,2025,57,2974,77,20,0.2597402597402597
BE2200039,Voerstreek,BE,B,1934,2025,47,2024,92,45,0.4891304347826087
BE2200041,Jekervallei en bovenloop van de Demervallei,BE,B,1969,2025,36,956,57,21,0.3684210526315789
BE2200042,Overgang Kempen-Haspengouw,BE,B,1909,2025,36,867,117,81,0.6923076923076923
BE2200043,Bosbeekvallei en aangrenzende bos- en heidegebieden te As-Opglabbeek-Maaseik,BE,B,1963,2025,36,591,63,27,0.42857142857142855
BE2200525,Bokrijk en omgeving,BE,A,1951,2025,38,934,75,37,0.49333333333333335
BE2200626,De Maten,BE,A,1942,2025,39,1715,84,45,0.5357142857142857
BE2200727,De Mechelse Heide en de Vallei van de Ziepbeek,BE,A,1952,2025,46,2138,74,28,0.3783783783783784
BE2217310,"Bocholt, Hechtel-Eksel, Meeuwen-Gruitrode, Neerpelt en Peer",BE,A,1957,2025,53,2323,69,16,0.2318840579710145
BE2218311,Militair domein en vallei van de Zwarte Beek,BE,A,1949,2025,61,8693,77,16,0.2077922077922078
BE2219312,Vijvercomplex van Midden Limburg,BE,A,1947,2025,65,2958,79,14,0.17721518987341772
BE2220313,"Houthalen-Helchteren, Meeuwen-Gruitrode en Peer",BE,A,1954,2025,34,1234,72,38,0.5277777777777778
BE2221314,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",BE,A,1905,2025,72,7999,121,49,0.4049586776859504
BE2223316,De Demervallei,BE,A,1942,2025,67,9910,84,17,0.20238095238095238
BE2300005,Bossen en heiden van zandig Vlaanderen: oostelijk deel,BE,B,1941,2025,63,2409,85,22,0.25882352941176473
BE2300006,Schelde- en Durmeëstuarium van de Nederlandse grens tot Gent,BE,B,1933,2025,73,10715,93,20,0.21505376344086022
BE2300007,Bossen van de Vlaamse Ardennen en andere Zuidvlaamse bossen.,BE,B,1942,2025,70,9842,84,14,0.16666666666666666
BE2300044,Bossen van het zuidoosten van de Zandleemstreek,BE,B,1942,2025,53,3280,84,31,0.36904761904761907
BE2300222,Kuifeend en Blokkersdijk,BE,A,1941,2025,23,140,85,62,0.7294117647058823
BE2301134,Krekengebied,BE,A,1947,2025,38,549,79,41,0.5189873417721519
BE2301235,Durme en Middenloop van de Schelde,BE,A,1935,2025,65,6600,91,26,0.2857142857142857
BE2301336,Schorren en Polders van de Beneden-Schelde,BE,A,1933,2025,56,4461,93,37,0.3978494623655914
BE2400008,Zoniënwoud,BE,B,1943,2025,52,1079,83,31,0.37349397590361444
BE2400009,Hallerbos en nabije boscomplexen met brongebieden en heiden,BE,B,1942,2025,47,2948,84,37,0.44047619047619047
BE2400010,"Valleigebied tussen Melsbroek, Kampenhout, Kortemberg en Veltem.",BE,B,1942,2025,45,2868,84,39,0.4642857142857143
BE2400011,"Valleien van de Dijle, Laan en IJse met aangrenzende bos- en moerasgebieden",BE,B,1943,2025,54,5307,83,29,0.3493975903614458
BE2400012,Valleien van de Winge en de Motte met valleihellingen.,BE,B,1953,2025,47,9064,73,26,0.3561643835616438
BE2400014,Demervallei,BE,B,1915,2025,68,6935,111,43,0.38738738738738737
BE2422315,De Dijlevallei,BE,A,1943,2025,40,2594,83,43,0.5180722891566265
BE2500001,Duingebieden inclusief Ijzermonding en Zwin.,BE,B,1913,2025,71,24512,113,42,0.37168141592920356
BE2500002,Polders,BE,B,1913,2025,58,1349,113,55,0.48672566371681414
BE2500003,Westvlaams Heuvelland,BE,B,1941,2025,46,1033,85,39,0.4588235294117647
BE2500004,"Bossen, heiden en valleigebieden van zandig Vlaanderen: westelijk deel",BE,B,1942,2025,58,1992,84,26,0.30952380952380953
BE2500121,Westkust,BE,A,1947,2025,56,6560,79,23,0.2911392405063291
BE2500831,Ijzervallei,BE,A,1950,2025,48,3838,76,28,0.3684210526315789
BE2500932,Poldercomplex,BE,A,1946,2025,67,5197,80,13,0.1625
BE2501033,Het Zwin,BE,A,1913,2025,45,2661,113,68,0.6017699115044248
BE2524317,Kustbroedvogels te Zeebrugge-Heist,BE,A,1949,2025,27,392,77,50,0.6493506493506493
BE31001C0,Affluents brabançons de la Senne,BE,C,1948,2025,24,122,78,54,0.6923076923076923
BE31002C0,Vallées de l'Argentine et de la Lasne,BE,C,1917,2025,37,170,109,72,0.6605504587155964
BE31003C0,Vallée de la Lasne,BE,C,1956,2025,15,42,70,55,0.7857142857142857
BE31004C0,Vallée de la Dyle en aval d'Archennes,BE,C,1945,2025,17,180,81,64,0.7901234567901234
BE31005C0,Vallée de la Nethen,BE,C,1949,2025,10,51,77,67,0.8701298701298701
BE31006C0,Vallée de la Dyle à Ottignies,BE,C,1955,2024,15,53,70,55,0.7857142857142857
BE31007C0,Vallée du Train,BE,C,1959,2025,18,51,67,49,0.7313432835820896
BE31008C0,Carrière de Dongelberg,BE,C,2020,2020,1,1,1,0,0.0
BE31009B0,Carrières souterraines d'Orp-Jauche,BE,B,2019,2019,1,1,1,0,0.0
BE31010C0,Sources de la Dyle,BE,C,1953,2025,22,168,73,51,0.6986301369863014
BE31011C0,Vallée de la Thyle,BE,C,1950,2025,37,228,76,39,0.5131578947368421
BE31012C0,Vallée de la Dyle de Wavre à Archennes,BE,C,1977,2025,12,25,49,37,0.7551020408163265
BE32001C0,Vallée de la Lys,BE,C,1952,2024,9,43,73,64,0.8767123287671232
BE32002C0,Vallée de l'Escaut en aval de Tournai,BE,C,1947,2025,18,87,79,61,0.7721518987341772
BE32003C0,Pays des Collines,BE,C,1961,2024,17,127,64,47,0.734375
BE32004C0,Vallée de la Rhosnes,BE,C,1949,2024,19,149,76,57,0.75
BE32005C0,Vallées de la Dendre et de la Marcq,BE,C,1951,2025,12,86,75,63,0.84
BE32006C0,Bois d'Enghien et de Silly,BE,C,1954,2024,13,73,71,58,0.8169014084507042
BE32007C0,Bois de la Houssière,BE,C,1970,2025,22,88,56,34,0.6071428571428571
BE32008B0,Bois d'Arpes et de l'Hôpital,BE,B,1954,2024,4,15,71,67,0.9436619718309859
BE32010C0,Marais de la Verne,BE,C,2007,2024,6,11,18,12,0.6666666666666666
BE32011C0,Forêt de Bon-Secours,BE,C,1954,2025,10,24,72,62,0.8611111111111112
BE32012C0,Bord nord du bassin de la Haine,BE,C,1952,2025,35,249,74,39,0.527027027027027
BE32014C0,Vallée de la Haine en amont de Mons,BE,C,1943,2025,15,61,83,68,0.8192771084337349
BE32016C0,Forêt de Mariemont,BE,C,1870,2025,7,15,156,149,0.9551282051282052
BE32017C0,Vallée de la Haine en aval de Mons,BE,C,1956,2025,32,298,70,38,0.5428571428571428
BE32018C0,Bois de Colfontaine,BE,C,1953,2025,17,83,73,56,0.7671232876712328
BE32019C0,Vallée de la Trouille,BE,C,1943,2025,26,147,83,57,0.6867469879518072
BE32020C0,Vallée de la Princesse,BE,C,2022,2022,1,1,1,0,0.0
BE32021C0,Haute-Sambre en aval de Thuin,BE,C,1944,2025,21,99,82,61,0.7439024390243902
BE32023C0,Vallée du Ruisseau d'Acoz,BE,C,1948,2020,5,29,73,68,0.9315068493150684
BE32024C0,Basse-Sambre,BE,C,1997,2024,9,16,28,19,0.6785714285714286
BE32025C0,Haut-Pays des Honnelles,BE,C,1947,2025,21,91,79,58,0.7341772151898734
BE32026C0,Haute-Sambre en amont de Thuin,BE,C,1957,2025,12,34,69,57,0.8260869565217391
BE32027C0,Vallée de la Biesmelle,BE,C,1944,2025,13,53,82,69,0.8414634146341463
BE32029C0,Haute vallée de la Thure,BE,C,1963,2025,9,30,63,54,0.8571428571428571
BE32030C0,Vallée de la Hante,BE,C,2018,2018,1,3,1,0,0.0
BE32031C0,Bois de Vieux Sart et de Montbliart,BE,C,1954,2024,8,21,71,63,0.8873239436619719
BE32032C0,Forêts de Rance,BE,C,1948,2025,19,78,78,59,0.7564102564102564
BE32033C0,Sources de la Hante,BE,C,2004,2021,5,6,18,13,0.7222222222222222
BE32034C0,Bois Massart et forêts de Sivry-Rance,BE,C,1948,2024,9,26,77,68,0.8831168831168831
BE32035C0,La Fagne entre Bailièvre et Robechies,BE,C,1957,2025,4,19,69,65,0.9420289855072463
BE32036C0,Vallée de l'Eau Blanche à Virelles,BE,C,1948,2025,26,189,78,52,0.6666666666666666
BE32037C0,Massifs forestiers entre Momignies et Chimay,BE,C,1953,2025,16,75,73,57,0.7808219178082192
BE32038C0,Bois de Bourlers et de Baileux,BE,C,1956,2024,13,54,69,56,0.8115942028985508
BE32039C0,Vallées de l'Oise et de la Wartoise,BE,C,1954,2022,7,22,69,62,0.8985507246376812
BE32040C0,Haute vallée de l'Eau Noire,BE,C,1953,2025,15,60,73,58,0.7945205479452054
BE32042B0,Vallée du Ruisseau d'Erpion,BE,B,2018,2018,1,5,1,0,0.0
BE32044C0,Bassin de l'Escaut en amont de Tournai,BE,C,1993,2025,11,16,33,22,0.6666666666666666
BE32045C0,Vallée de l'Aubrecheuil,BE,C,2007,2025,6,19,19,13,0.6842105263157895
BE32046C0,Vallée du Piéton,BE,C,1952,2021,6,17,70,64,0.9142857142857143
BE32047C0,Vallée de la Thure,BE,C,2008,2025,3,5,18,15,0.8333333333333334
BE33001B0,Sources du Geer,BE,B,2023,2023,1,1,1,0,0.0
BE33002B0,Basse vallée du Geer,BE,B,1950,2025,20,86,76,56,0.7368421052631579
BE33003C0,Montagne Saint-Pierre,BE,C,1946,2025,25,190,80,55,0.6875
BE33004C0,Basse Meuse et Meuse mitoyenne,BE,C,1905,2025,22,104,121,99,0.8181818181818182
BE33006C0,Vallée de la Gueule en aval de Kelmis,BE,C,1954,2025,21,150,72,51,0.7083333333333334
BE33007C0,Vallée de la Gueule en amont de Kelmis,BE,C,1954,2025,28,230,72,44,0.6111111111111112
BE33008C0,Vallée de la Burdinale,BE,C,1955,2018,6,13,64,58,0.90625
BE33009C0,Vallée de la Mehaigne,BE,C,1954,2025,12,29,72,60,0.8333333333333334
BE33010C0,Vallée de la Meuse à Huy et vallon de la Solières,BE,C,1951,2025,25,165,75,50,0.6666666666666666
BE33011C0,Vallées du Hoyoux et du Triffoy,BE,C,1942,2025,26,185,84,58,0.6904761904761905
BE33012C0,Affluents de la Meuse entre Huy et Flémalle,BE,C,1950,2025,19,65,76,57,0.75
BE33013C0,Bois de la Neuville et de la Vecquée,BE,C,2004,2024,10,32,21,11,0.5238095238095238
BE33014C0,Vallée de l'Ourthe entre Comblain-au-Pont et Angleur,BE,C,1976,2025,22,123,50,28,0.56
BE33015C0,Bois d'Anthisnes et d'Esneux,BE,C,1957,2025,16,107,69,53,0.7681159420289855
BE33016C0,Basse vallée de la Vesdre,BE,C,2008,2025,12,76,18,6,0.3333333333333333
BE33017C0,Basse vallée de l'Amblève,BE,C,1943,2025,24,175,83,59,0.7108433734939759
BE33018C0,Coteaux calcaires de Theux et le Rocheux,BE,C,2011,2025,9,34,15,6,0.4
BE33019C0,Vallée de la Vesdre entre Eupen et Verviers,BE,C,1955,2025,9,31,71,62,0.8732394366197183
BE33020C0,Affluents du lac d'Eupen,BE,C,1964,2024,8,25,61,53,0.8688524590163934
BE33021C0,Osthertogenwald autour de Raeren,BE,C,1971,2025,7,24,55,48,0.8727272727272727
BE33022C0,La Gileppe,BE,C,1959,2025,16,48,67,51,0.7611940298507462
BE33023C0,Vallée de la Soor,BE,C,1994,2021,4,4,28,24,0.8571428571428571
BE33024C0,Vallée de la Helle,BE,C,2008,2025,9,77,18,9,0.5
BE33025C0,Fagnes du Nord-Est,BE,C,1959,2025,18,203,67,49,0.7313432835820896
BE33026C0,Vallée de l'Ourthe entre Hamoir et Comblain-au-Pont,BE,C,1938,2025,25,172,88,63,0.7159090909090909
BE33027C0,Vallée de la Lembrée et affluents,BE,C,1955,2025,13,37,71,58,0.8169014084507042
BE33028C0,Vallée de l'Amblève du Pont de Targnon à Remouchamps,BE,C,1951,2025,22,91,75,53,0.7066666666666667
BE33029C0,Basse vallée de la Lienne,BE,C,1904,2018,6,31,115,109,0.9478260869565217
BE33030C0,Vallée de l'Amblève de Chêneu au Pont de Targnon,BE,C,2007,2025,8,20,19,11,0.5789473684210527
BE33031C0,Bois de la Géronstère,BE,C,1957,2020,4,11,64,60,0.9375
BE33032C0,Fagnes de Malchamps et de Stoumont,BE,C,1957,2025,19,237,69,50,0.7246376811594203
BE33033C0,Vallée du Wayai et affluents,BE,C,1957,2019,3,8,63,60,0.9523809523809523
BE33034C0,Vallée de la Hoëgne,BE,C,1968,2025,12,49,58,46,0.7931034482758621
BE33035C0,Plateau des Hautes-Fagnes,BE,C,1955,2025,22,163,71,49,0.6901408450704225
BE33036C0,Fagnes de la Roer,BE,C,1952,2025,19,173,74,55,0.7432432432432432
BE33037C0,Camp militaire d'Elsenborn,BE,C,1971,2025,13,60,55,42,0.7636363636363637
BE33038C0,Vallée de la Schwalm,BE,C,1963,2025,11,49,63,52,0.8253968253968254
BE33039C0,Vallée de l'Olefbach,BE,C,1993,2024,11,46,32,21,0.65625
BE33040C0,Fagnes de Stavelot et vallée de l'Eau Rouge,BE,C,1947,2025,15,79,79,64,0.810126582278481
BE33041C0,Fagnes de la Polleur et de Malmedy,BE,C,1968,2025,17,109,58,41,0.7068965517241379
BE33042C0,Vallées de la Warche et du Bayehon en aval du barrage de Robertville,BE,C,1951,2025,20,78,75,55,0.7333333333333333
BE33043C0,Vallée de la Warche entre Butgenbach et Robertville,BE,C,1996,2017,6,12,22,16,0.7272727272727273
BE33044C0,Sources de l'Amblève,BE,C,1971,1971,1,11,1,0,0.0
BE33045C0,Sources de la Warchenne,BE,C,2025,2025,1,3,1,0,0.0
BE33046C0,Vallée de la Warche en amont de Butgenbach,BE,C,2008,2025,11,29,18,7,0.3888888888888889
BE33047C0,Vallée de la Holzwarche,BE,C,1980,2025,14,69,46,32,0.6956521739130435
BE33048C0,Vallée de la Lienne et affluents entre Les Trous de Bras et Habiémont,BE,C,1964,2025,5,15,62,57,0.9193548387096774
BE33049C0,Mardelles d'Arbrefontaine et vallons fangeux de Fosse,BE,C,2011,2025,4,9,15,11,0.7333333333333333
BE33050C0,Fagne de la Gotale et affluents du Ruisseau de Chavanne,BE,C,2022,2025,4,21,4,0,0.0
BE33051C0,Vallée de l'Amblève entre Wanne et Coo,BE,C,1957,2025,8,25,69,61,0.8840579710144928
BE33053C0,Noir Ru et Vallée du Rechterbach,BE,C,1952,2024,8,34,73,65,0.8904109589041096
BE33054C0,Vallée de l'Amblève entre Montenau et Baugné,BE,C,1956,2025,10,48,70,60,0.8571428571428571
BE33055C0,Vallée de l'Emmels,BE,C,2005,2024,8,22,20,12,0.6
BE33056C0,Haute vallée de l'Amblève entre Heppenbach et Montenau,BE,C,2005,2025,4,8,21,17,0.8095238095238095
BE33057C0,Vallée du Kolvenderbach,BE,C,2023,2025,3,5,3,0,0.0
BE33058C0,Vallée du Medemberbach,BE,C,1961,2023,4,14,63,59,0.9365079365079365
BE33059C0,Sources de l'Our et de l'Ensebach,BE,C,1961,2025,5,20,65,60,0.9230769230769231
BE33060C0,Haute vallée de la Lienne,BE,C,2007,2025,5,42,19,14,0.7368421052631579
BE33061C0,Affluents de l'Our entre Setz et Schoenberg,BE,C,1961,2022,7,23,62,55,0.8870967741935484
BE33062C0,Vallée supérieure de l'Our et ses affluents,BE,C,1960,2025,9,138,66,57,0.8636363636363636
BE33063C0,Vallée et affluents du Braunlauf,BE,C,1971,2025,6,24,55,49,0.8909090909090909
BE33064C0,Vallée de l'Ulf,BE,C,2007,2025,5,12,19,14,0.7368421052631579
BE33065C0,Vallée inférieure de l'Our et ses affluents,BE,C,1958,2025,16,585,68,52,0.7647058823529411
BE33066B0,Grotte Jaminon,BE,B,2024,2024,1,1,1,0,0.0
BE33067C0,Bois de Staneux,BE,C,1969,2022,7,25,54,47,0.8703703703703703
BE34001C0,Vallée et affluents du Néblon,BE,C,1955,2021,3,19,67,64,0.9552238805970149
BE34002C0,Vallée de l'Ourthe entre Bomal et Hamoir,BE,C,1935,2025,22,145,91,69,0.7582417582417582
BE34003C0,Vallée de l'Ourthe entre Hotton et Barvaux-sur-Ourthe,BE,C,1956,2025,17,147,70,53,0.7571428571428571
BE34004C0,Massifs forestiers famenniens entre Hotton et Barvaux-sur-Ourthe,BE,C,1957,2025,21,110,69,48,0.6956521739130435
BE34005C0,La Calestienne entre Barvaux et Bomal,BE,C,1948,2025,17,116,78,61,0.782051282051282
BE34006C0,La Calestienne entre Oppagne et Barvaux,BE,C,1954,2025,6,23,72,66,0.9166666666666666
BE34007C0,Basse vallée de l'Aisne,BE,C,1951,2025,18,119,75,57,0.76
BE34008C0,Camp militaire de Marche-en-Famenne,BE,C,1945,2025,22,87,81,59,0.7283950617283951
BE34009C0,La Calestienne entre Marenne et Hotton,BE,C,1987,2025,10,56,39,29,0.7435897435897436
BE34010C0,Plaine de Ny,BE,A,2013,2013,1,1,1,0,0.0
BE34011C0,La Calestienne entre Hotton et Oppagne,BE,C,1970,2025,5,23,56,51,0.9107142857142857
BE34012C0,Vallée de l'Ourthe entre La Roche et Hotton,BE,C,1958,2025,20,122,68,48,0.7058823529411765
BE34013C0,Haute vallée de l'Aisne,BE,C,1949,2025,21,93,77,56,0.7272727272727273
BE34014C0,Fagne de la Crépale et prairies de Malempré,BE,C,2003,2025,6,15,23,17,0.7391304347826086
BE34015C0,Fanges des sources de l'Aisne,BE,C,1948,2025,8,21,78,70,0.8974358974358975
BE34016C0,Fagnes de Samrée et de Tailles,BE,C,1964,2025,12,77,62,50,0.8064516129032258
BE34017C0,Fagnes de Bihain,BE,C,1948,2025,13,68,78,65,0.8333333333333334
BE34018C0,Sources de la Lienne,BE,C,2011,2021,3,4,11,8,0.7272727272727273
BE34019C0,Ennal et Grand Fond,BE,C,2023,2025,2,9,3,1,0.3333333333333333
BE34020C0,Bassin supérieur de la Salm,BE,C,1961,2025,10,48,65,55,0.8461538461538461
BE34021B0,La Calestienne à Marche en Famenne,BE,B,2008,2024,7,16,17,10,0.5882352941176471
BE34022C0,Basse vallée de la Wamme,BE,C,2019,2025,4,6,7,3,0.42857142857142855
BE34023C0,Vallée de l'Ourthe entre Nisramont et La Roche,BE,C,1948,2025,22,136,78,56,0.717948717948718
BE34024C0,Bassin inférieur de l'Ourthe orientale,BE,C,1948,2025,24,144,78,54,0.6923076923076923
BE34025C0,Haute-Wimbe,BE,C,1959,2025,17,88,67,50,0.746268656716418
BE34026C0,Massif forestier de Daverdisse,BE,C,1949,2025,31,214,77,46,0.5974025974025974
BE34027C0,Bassin de la Lomme de Poix-Saint-Hubert à Grupont,BE,C,1939,2025,30,242,87,57,0.6551724137931034
BE34028C0,Vallée de la Lomme de Grupont à Rochefort,BE,C,1951,2025,8,26,75,67,0.8933333333333333
BE34029C0,Haute-Wamme et Masblette,BE,C,1951,2024,33,290,74,41,0.5540540540540541
BE34030C0,Forêt de Freyr,BE,C,1956,2025,14,81,70,56,0.8
BE34031C0,Bassin moyen de l'Ourthe occidentale,BE,C,1962,2025,14,50,64,50,0.78125
BE34032C0,Bassin inférieur de l'Ourthe occidentale,BE,C,1948,2025,18,64,78,60,0.7692307692307693
BE34033C0,Etangs de Longchamps et de Noville,BE,C,1954,2024,3,27,71,68,0.9577464788732394
BE34034C0,Sources du Ruisseau de Tavigny,BE,C,2005,2025,3,16,21,18,0.8571428571428571
BE34035C0,Bassin supérieur de la Wiltz,BE,C,1959,2025,3,12,67,64,0.9552238805970149
BE34036C0,Haute-Lesse,BE,C,1951,2025,12,41,75,63,0.84
BE34037C0,Haute-Lomme,BE,C,1958,2023,13,106,66,53,0.803030303030303
BE34038C0,Bassin supérieur de l'Ourthe occidentale,BE,C,1952,2025,11,38,74,63,0.8513513513513513
BE34039C0,Haute-Sûre,BE,C,1953,2025,29,736,73,44,0.6027397260273972
BE34040C0,Vallée de Villers-la-Bonne-Eau,BE,C,2023,2023,1,2,1,0,0.0
BE34041C0,Sûre frontalière,BE,C,1984,2025,12,20,42,30,0.7142857142857143
BE34042C0,Bassin de la Semois de Bouillon à Alle,BE,C,1949,2025,27,165,77,50,0.6493506493506493
BE34043C0,Bassin de la Semois du Maka à Bouillon,BE,C,1947,2024,18,67,78,60,0.7692307692307693
BE34044C0,Vallée du Ruisseau des Aleines,BE,C,1954,2025,12,56,72,60,0.8333333333333334
BE34045C0,Forêts de Muno,BE,C,1966,2025,15,44,60,45,0.75
BE34046C0,Bassin de la Semois de Florenville à Auby,BE,C,1949,2025,42,435,77,35,0.45454545454545453
BE34047C0,Haute-Vierre,BE,C,1951,2025,9,41,75,66,0.88
BE34048C0,Bassin de la Semois de Jamoigne à Chiny,BE,C,1949,2025,24,125,77,53,0.6883116883116883
BE34049C0,Basse-Vierre,BE,C,1952,2025,32,223,74,42,0.5675675675675675
BE34050C0,Bassin de la Semois entre Tintigny et Jamoigne,BE,C,1949,2024,27,129,76,49,0.6447368421052632
BE34051C0,Vallées du Ruisseau de Mellier et de la Mandebras,BE,C,1957,2025,19,72,69,50,0.7246376811594203
BE34052C0,Forêt d'Anlier,BE,C,1953,2025,37,288,73,36,0.4931506849315068
BE34053C0,Bassin de l'Attert,BE,C,1952,2025,15,59,74,59,0.7972972972972973
BE34054C0,Bassin de la Marche,BE,C,1948,2025,24,138,78,54,0.6923076923076923
BE34055C0,Vallée du Ruisseau de Breuvanne,BE,C,1950,2025,13,42,76,63,0.8289473684210527
BE34056C0,Bassin de la Semois de Etalle à Tintigny,BE,C,1956,2025,18,110,70,52,0.7428571428571429
BE34057C0,Marais de la Haute-Semois et Bois de Heinsch,BE,C,1937,2025,24,170,89,65,0.7303370786516854
BE34058C0,Camp militaire de Lagland,BE,C,1943,2025,22,221,83,61,0.7349397590361446
BE34059C0,Vallées de l'Eisch et de Clairefontaine,BE,C,2013,2025,6,17,13,7,0.5384615384615384
BE34060C0,Bassin supérieur de la Chevratte,BE,C,1948,2025,22,105,78,56,0.717948717948718
BE34061C0,Vallées de Laclaireau et du Rabais,BE,C,1937,2025,37,232,89,52,0.5842696629213483
BE34062C0,Bassin du Ruisseau du Messancy,BE,C,1962,2024,3,9,63,60,0.9523809523809523
BE34063C0,Vallées de la Chevratte,BE,C,1999,2025,14,42,27,13,0.48148148148148145
BE34064C0,Vallées de la Vire et du Ton,BE,C,2008,2025,9,25,18,9,0.5
BE34065C0,Bassin supérieur de la Vire et du Ton,BE,C,1954,2025,14,60,72,58,0.8055555555555556
BE34066C0,Vallée du Ton et Côte bajocienne de Montquintin à Ruette,BE,C,1937,2025,23,230,89,66,0.7415730337078652
BE34067C0,Forêts et marais bajociens de Baranzy à Athus,BE,C,1963,2025,16,42,63,47,0.746031746031746
BE34068C0,Bois de Famenne à Humain et Aye,BE,C,2008,2024,6,32,17,11,0.6470588235294118
BE35001A0,Etangs de Boneffe,BE,A,2017,2025,8,15,9,1,0.1111111111111111
BE35002C0,Vallée de l'Orneau,BE,C,1942,2023,17,60,82,65,0.7926829268292683
BE35003C0,Vallée de la Sambre en aval de la confluence avec l'Orneau,BE,C,1952,2024,4,19,73,69,0.9452054794520548
